Region,County,First Dose,Series Complete,Report as of
Finger Lakes,Wyoming,7469,4113,03/12/2021
Finger Lakes,Yates,6036,3155,03/12/2021
Capital Region,Albany,81213,41885,03/13/2021
Western New York,Allegany,7936,4451,03/13/2021
New York City,Bronx,178348,95596,03/13/2021
Southern Tier,Broome,47909,29170,03/13/2021
Western New York,Cattaraugus,14399,8166,03/13/2021
Central New York,Cayuga,18619,10077,03/13/2021
Western New York,Chautauqua,27233,13840,03/13/2021
Southern Tier,Chemung,16252,9609,03/13/2021
Southern Tier,Chenango,9885,5336,03/13/2021
North Country,Clinton,26730,15435,03/13/2021
Capital Region,Columbia,14685,7063,03/13/2021
Central New York,Cortland,10216,5378,03/13/2021
Southern Tier,Delaware,7947,3588,03/13/2021
Mid-Hudson,Dutchess,63035,29077,03/13/2021
Western New York,Erie,210026,116409,03/13/2021
North Country,Essex,12293,6719,03/13/2021
North Country,Franklin,14868,8545,03/13/2021
Mohawk Valley,Fulton,9919,5230,03/13/2021
Finger Lakes,Genesee,12332,6819,03/13/2021
Capital Region,Greene,9152,4419,03/13/2021
North Country,Hamilton,2223,1530,03/13/2021
Mohawk Valley,Herkimer,14576,8798,03/13/2021
North Country,Jefferson,25588,13371,03/13/2021
New York City,Kings,398544,178933,03/13/2021
North Country,Lewis,5828,3263,03/13/2021
Finger Lakes,Livingston,13520,7960,03/13/2021
Central New York,Madison,18824,10111,03/13/2021
Finger Lakes,Monroe,182234,94814,03/13/2021
Mohawk Valley,Montgomery,11357,5877,03/13/2021
Long Island,Nassau,362851,204268,03/13/2021
New York City,New York,417044,217123,03/13/2021
Western New York,Niagara,43427,24082,03/13/2021
Mohawk Valley,Oneida,58795,36201,03/13/2021
Central New York,Onondaga,130295,76614,03/13/2021
Finger Lakes,Ontario,29229,15691,03/13/2021
Mid-Hudson,Orange,63203,32377,03/13/2021
Finger Lakes,Orleans,6601,3373,03/13/2021
Central New York,Oswego,26607,14989,03/13/2021
Mohawk Valley,Otsego,14274,7968,03/13/2021
Mid-Hudson,Putnam,24006,12067,03/13/2021
New York City,Queens,452563,202019,03/13/2021
Capital Region,Rensselaer,37893,20397,03/13/2021
New York City,Richmond,104809,55926,03/13/2021
Mid-Hudson,Rockland,69742,38744,03/13/2021
Capital Region,Saratoga,62863,32286,03/13/2021
Capital Region,Schenectady,41234,19131,03/13/2021
Mohawk Valley,Schoharie,5527,2827,03/13/2021
Southern Tier,Schuyler,4219,2144,03/13/2021
Finger Lakes,Seneca,7234,3645,03/13/2021
North Country,St. Lawrence,32134,20256,03/13/2021
Southern Tier,Steuben,15958,8484,03/13/2021
Long Island,Suffolk,309519,167375,03/13/2021
Mid-Hudson,Sullivan,13384,7142,03/13/2021
Southern Tier,Tioga,8341,4496,03/13/2021
Southern Tier,Tompkins,26431,12136,03/13/2021
Mid-Hudson,Ulster,42376,18332,03/13/2021
Capital Region,Warren,19846,9818,03/13/2021
Capital Region,Washington,13199,6054,03/13/2021
Finger Lakes,Wayne,20677,10059,03/13/2021
Mid-Hudson,Westchester,238854,128031,03/13/2021
Finger Lakes,Wyoming,7517,4152,03/13/2021
Finger Lakes,Yates,6194,3192,03/13/2021
Capital Region,Albany,82503,42647,03/14/2021
Western New York,Allegany,7962,4475,03/14/2021
New York City,Bronx,181557,97030,03/14/2021
Southern Tier,Broome,48602,29642,03/14/2021
Western New York,Cattaraugus,14450,8221,03/14/2021
Central New York,Cayuga,18837,10265,03/14/2021
Western New York,Chautauqua,27614,13902,03/14/2021
Southern Tier,Chemung,17642,10361,03/14/2021
Southern Tier,Chenango,9925,5364,03/14/2021
North Country,Clinton,26966,15622,03/14/2021
Capital Region,Columbia,14809,7184,03/14/2021
Central New York,Cortland,10321,5410,03/14/2021
Southern Tier,Delaware,8026,3666,03/14/2021
Mid-Hudson,Dutchess,64045,29594,03/14/2021
Western New York,Erie,213299,118286,03/14/2021
North Country,Essex,12359,6793,03/14/2021
North Country,Franklin,14957,8662,03/14/2021
Mohawk Valley,Fulton,10014,5285,03/14/2021
Finger Lakes,Genesee,12409,6883,03/14/2021
Capital Region,Greene,9622,4581,03/14/2021
North Country,Hamilton,2235,1537,03/14/2021
Mohawk Valley,Herkimer,14666,8895,03/14/2021
North Country,Jefferson,25708,13576,03/14/2021
New York City,Kings,409160,185000,03/14/2021
North Country,Lewis,5884,3275,03/14/2021
Finger Lakes,Livingston,13615,8026,03/14/2021
Central New York,Madison,18988,10266,03/14/2021
Finger Lakes,Monroe,185273,97097,03/14/2021
Mohawk Valley,Montgomery,11489,5927,03/14/2021
Long Island,Nassau,367895,209413,03/14/2021
New York City,New York,424244,224053,03/14/2021
Western New York,Niagara,44012,24410,03/14/2021
Mohawk Valley,Oneida,59340,36618,03/14/2021
Central New York,Onondaga,131969,78254,03/14/2021
Finger Lakes,Ontario,29537,15900,03/14/2021
Mid-Hudson,Orange,63778,33033,03/14/2021
Finger Lakes,Orleans,6633,3404,03/14/2021
Central New York,Oswego,26822,15157,03/14/2021
Mohawk Valley,Otsego,14446,8089,03/14/2021
Mid-Hudson,Putnam,24236,12224,03/14/2021
New York City,Queens,465409,209961,03/14/2021
Capital Region,Rensselaer,38542,20671,03/14/2021
New York City,Richmond,107383,57473,03/14/2021
Mid-Hudson,Rockland,70461,39366,03/14/2021
Capital Region,Saratoga,63525,32883,03/14/2021
Capital Region,Schenectady,41978,19568,03/14/2021
Mohawk Valley,Schoharie,6089,2860,03/14/2021
Southern Tier,Schuyler,4306,2197,03/14/2021
Finger Lakes,Seneca,7386,3693,03/14/2021
North Country,St. Lawrence,32301,20521,03/14/2021
Southern Tier,Steuben,16679,8866,03/14/2021
Long Island,Suffolk,314276,170671,03/14/2021
Mid-Hudson,Sullivan,13565,7193,03/14/2021
Southern Tier,Tioga,8474,4601,03/14/2021
Southern Tier,Tompkins,26876,12297,03/14/2021
Mid-Hudson,Ulster,43583,18597,03/14/2021
Capital Region,Warren,19914,10042,03/14/2021
Capital Region,Washington,13260,6161,03/14/2021
Finger Lakes,Wayne,20899,10251,03/14/2021
Mid-Hudson,Westchester,243092,130646,03/14/2021
Finger Lakes,Wyoming,7549,4192,03/14/2021
Finger Lakes,Yates,6277,3245,03/14/2021
Capital Region,Albany,84250,43579,03/15/2021
Western New York,Allegany,8023,4567,03/15/2021
New York City,Bronx,185019,98761,03/15/2021
Southern Tier,Broome,49842,30217,03/15/2021
Western New York,Cattaraugus,14586,8458,03/15/2021
Central New York,Cayuga,18958,10548,03/15/2021
Western New York,Chautauqua,27840,14119,03/15/2021
Southern Tier,Chemung,18141,10825,03/15/2021
Southern Tier,Chenango,10133,5476,03/15/2021
North Country,Clinton,27185,16051,03/15/2021
Capital Region,Columbia,15053,7332,03/15/2021
Central New York,Cortland,10407,5547,03/15/2021
Southern Tier,Delaware,8078,3818,03/15/2021
Mid-Hudson,Dutchess,65327,30480,03/15/2021
Western New York,Erie,216700,119800,03/15/2021
North Country,Essex,12461,6968,03/15/2021
North Country,Franklin,15249,8847,03/15/2021
Mohawk Valley,Fulton,10245,5371,03/15/2021
Finger Lakes,Genesee,12594,7003,03/15/2021
Capital Region,Greene,9806,4660,03/15/2021
North Country,Hamilton,2240,1542,03/15/2021
Mohawk Valley,Herkimer,14899,9087,03/15/2021
North Country,Jefferson,25776,14004,03/15/2021
New York City,Kings,419600,189303,03/15/2021
North Country,Lewis,5947,3342,03/15/2021
Finger Lakes,Livingston,13778,8088,03/15/2021
Central New York,Madison,19638,10621,03/15/2021
Finger Lakes,Monroe,188795,99118,03/15/2021
Mohawk Valley,Montgomery,11621,6025,03/15/2021
Long Island,Nassau,373209,213570,03/15/2021
New York City,New York,429955,229061,03/15/2021
Western New York,Niagara,44553,24810,03/15/2021
Mohawk Valley,Oneida,60607,37367,03/15/2021
Central New York,Onondaga,133378,80383,03/15/2021
Finger Lakes,Ontario,29999,16196,03/15/2021
Mid-Hudson,Orange,64727,33417,03/15/2021
Finger Lakes,Orleans,6699,3428,03/15/2021
Central New York,Oswego,27108,15604,03/15/2021
Mohawk Valley,Otsego,14545,8239,03/15/2021
Mid-Hudson,Putnam,24576,12459,03/15/2021
New York City,Queens,474700,214583,03/15/2021
Capital Region,Rensselaer,39234,20984,03/15/2021
New York City,Richmond,108651,58724,03/15/2021
Mid-Hudson,Rockland,71896,39736,03/15/2021
Capital Region,Saratoga,64341,33545,03/15/2021
Capital Region,Schenectady,42911,20082,03/15/2021
Mohawk Valley,Schoharie,6172,2895,03/15/2021
Southern Tier,Schuyler,4346,2217,03/15/2021
Finger Lakes,Seneca,7441,3763,03/15/2021
North Country,St. Lawrence,32602,21019,03/15/2021
Southern Tier,Steuben,16918,9008,03/15/2021
Long Island,Suffolk,319568,174417,03/15/2021
Mid-Hudson,Sullivan,13693,7240,03/15/2021
Southern Tier,Tioga,8725,4709,03/15/2021
Southern Tier,Tompkins,27143,12585,03/15/2021
Mid-Hudson,Ulster,44105,19121,03/15/2021
Capital Region,Warren,20080,10235,03/15/2021
Capital Region,Washington,13379,6273,03/15/2021
Finger Lakes,Wayne,21089,10468,03/15/2021
Mid-Hudson,Westchester,247952,132928,03/15/2021
Finger Lakes,Wyoming,7669,4270,03/15/2021
Finger Lakes,Yates,6313,3302,03/15/2021
Capital Region,Albany,86181,44957,03/16/2021
Western New York,Allegany,8130,4649,03/16/2021
New York City,Bronx,189567,101825,03/16/2021
Southern Tier,Broome,51031,30939,03/16/2021
Western New York,Cattaraugus,14972,8787,03/16/2021
Central New York,Cayuga,19120,10812,03/16/2021
Western New York,Chautauqua,28427,14515,03/16/2021
Southern Tier,Chemung,18626,11282,03/16/2021
Southern Tier,Chenango,10256,5531,03/16/2021
North Country,Clinton,27566,16398,03/16/2021
Capital Region,Columbia,15267,7553,03/16/2021
Central New York,Cortland,10507,5723,03/16/2021
Southern Tier,Delaware,8167,4022,03/16/2021
Mid-Hudson,Dutchess,66741,31124,03/16/2021
Western New York,Erie,221651,122537,03/16/2021
North Country,Essex,12553,7113,03/16/2021
North Country,Franklin,15380,9095,03/16/2021
Mohawk Valley,Fulton,10379,5447,03/16/2021
Finger Lakes,Genesee,12776,7112,03/16/2021
Capital Region,Greene,10140,4769,03/16/2021
North Country,Hamilton,2244,1553,03/16/2021
Mohawk Valley,Herkimer,15132,9295,03/16/2021
North Country,Jefferson,26402,14392,03/16/2021
New York City,Kings,431424,193722,03/16/2021
North Country,Lewis,6003,3416,03/16/2021
Finger Lakes,Livingston,13991,8209,03/16/2021
Central New York,Madison,20138,10974,03/16/2021
Finger Lakes,Monroe,193207,100748,03/16/2021
Mohawk Valley,Montgomery,12574,6149,03/16/2021
Long Island,Nassau,380870,218213,03/16/2021
New York City,New York,438038,235500,03/16/2021
Western New York,Niagara,45293,25077,03/16/2021
Mohawk Valley,Oneida,61437,38031,03/16/2021
Central New York,Onondaga,135349,83017,03/16/2021
Finger Lakes,Ontario,30788,16464,03/16/2021
Mid-Hudson,Orange,67520,33931,03/16/2021
Finger Lakes,Orleans,7071,3452,03/16/2021
Central New York,Oswego,27340,15947,03/16/2021
Mohawk Valley,Otsego,14822,8475,03/16/2021
Mid-Hudson,Putnam,25136,12676,03/16/2021
New York City,Queens,486815,220137,03/16/2021
Capital Region,Rensselaer,40033,21461,03/16/2021
New York City,Richmond,110045,60063,03/16/2021
Mid-Hudson,Rockland,73657,41096,03/16/2021
Capital Region,Saratoga,65719,34539,03/16/2021
Capital Region,Schenectady,43927,20815,03/16/2021
Mohawk Valley,Schoharie,6295,2974,03/16/2021
Southern Tier,Schuyler,4397,2263,03/16/2021
Finger Lakes,Seneca,7508,3859,03/16/2021
North Country,St. Lawrence,33008,21442,03/16/2021
Southern Tier,Steuben,17245,9232,03/16/2021
Long Island,Suffolk,327990,177841,03/16/2021
Mid-Hudson,Sullivan,13968,7316,03/16/2021
Southern Tier,Tioga,8872,4919,03/16/2021
Southern Tier,Tompkins,27441,13489,03/16/2021
Mid-Hudson,Ulster,44760,19612,03/16/2021
Capital Region,Warren,20452,10514,03/16/2021
Capital Region,Washington,13562,6440,03/16/2021
Finger Lakes,Wayne,21779,10646,03/16/2021
Mid-Hudson,Westchester,252638,135464,03/16/2021
Finger Lakes,Wyoming,7754,4310,03/16/2021
Finger Lakes,Yates,6374,3331,03/16/2021
Capital Region,Albany,88569,45906,03/17/2021
Western New York,Allegany,8384,4862,03/17/2021
New York City,Bronx,193985,104782,03/17/2021
Southern Tier,Broome,51996,31928,03/17/2021
Western New York,Cattaraugus,16144,9363,03/17/2021
Central New York,Cayuga,19350,11014,03/17/2021
Western New York,Chautauqua,30475,14760,03/17/2021
Southern Tier,Chemung,19401,11642,03/17/2021
Southern Tier,Chenango,10467,5613,03/17/2021
North Country,Clinton,27794,16690,03/17/2021
Capital Region,Columbia,15938,7692,03/17/2021
Central New York,Cortland,10794,5828,03/17/2021
Southern Tier,Delaware,8301,4216,03/17/2021
Mid-Hudson,Dutchess,68424,31747,03/17/2021
Western New York,Erie,227719,124603,03/17/2021
North Country,Essex,12735,7245,03/17/2021
North Country,Franklin,15505,9219,03/17/2021
Mohawk Valley,Fulton,10591,5590,03/17/2021
Finger Lakes,Genesee,12996,7171,03/17/2021
Capital Region,Greene,10263,4833,03/17/2021
North Country,Hamilton,2250,1585,03/17/2021
Mohawk Valley,Herkimer,15453,9514,03/17/2021
North Country,Jefferson,26576,14694,03/17/2021
New York City,Kings,438845,199607,03/17/2021
North Country,Lewis,6037,3488,03/17/2021
Finger Lakes,Livingston,14549,8266,03/17/2021
Central New York,Madison,20714,11238,03/17/2021
Finger Lakes,Monroe,197810,102095,03/17/2021
Mohawk Valley,Montgomery,12756,6347,03/17/2021
Long Island,Nassau,388486,223601,03/17/2021
New York City,New York,446042,240465,03/17/2021
Western New York,Niagara,47048,25451,03/17/2021
Mohawk Valley,Oneida,62575,38516,03/17/2021
Central New York,Onondaga,137677,85126,03/17/2021
Finger Lakes,Ontario,32057,16672,03/17/2021
Mid-Hudson,Orange,69614,34816,03/17/2021
Finger Lakes,Orleans,7168,3475,03/17/2021
Central New York,Oswego,27620,16328,03/17/2021
Mohawk Valley,Otsego,14980,8696,03/17/2021
Mid-Hudson,Putnam,25605,12975,03/17/2021
New York City,Queens,494648,227323,03/17/2021
Capital Region,Rensselaer,40913,21816,03/17/2021
New York City,Richmond,110833,60718,03/17/2021
Mid-Hudson,Rockland,75220,41603,03/17/2021
Capital Region,Saratoga,66848,35224,03/17/2021
Capital Region,Schenectady,45867,21364,03/17/2021
Mohawk Valley,Schoharie,6445,3130,03/17/2021
Southern Tier,Schuyler,4619,2298,03/17/2021
Finger Lakes,Seneca,7613,3919,03/17/2021
North Country,St. Lawrence,33305,21666,03/17/2021
Southern Tier,Steuben,17966,9397,03/17/2021
Long Island,Suffolk,336413,182749,03/17/2021
Mid-Hudson,Sullivan,14178,7493,03/17/2021
Southern Tier,Tioga,9037,5037,03/17/2021
Southern Tier,Tompkins,27888,13749,03/17/2021
Mid-Hudson,Ulster,45501,20072,03/17/2021
Capital Region,Warren,20692,10707,03/17/2021
Capital Region,Washington,13759,6575,03/17/2021
Finger Lakes,Wayne,22451,10774,03/17/2021
Mid-Hudson,Westchester,258657,137948,03/17/2021
Finger Lakes,Wyoming,7868,4335,03/17/2021
Finger Lakes,Yates,6621,3344,03/17/2021
Capital Region,Albany,91209,46944,03/18/2021
Western New York,Allegany,8747,4916,03/18/2021
New York City,Bronx,199699,107823,03/18/2021
Southern Tier,Broome,53399,32365,03/18/2021
Western New York,Cattaraugus,16645,9503,03/18/2021
Central New York,Cayuga,19742,11080,03/18/2021
Western New York,Chautauqua,31095,14957,03/18/2021
Southern Tier,Chemung,19501,11709,03/18/2021
Southern Tier,Chenango,10593,5653,03/18/2021
North Country,Clinton,28612,16881,03/18/2021
Capital Region,Columbia,16451,7805,03/18/2021
Central New York,Cortland,11101,5875,03/18/2021
Southern Tier,Delaware,8469,4298,03/18/2021
Mid-Hudson,Dutchess,70992,32302,03/18/2021
Western New York,Erie,233467,126074,03/18/2021
North Country,Essex,13132,7325,03/18/2021
North Country,Franklin,15894,9302,03/18/2021
Mohawk Valley,Fulton,10916,5684,03/18/2021
Finger Lakes,Genesee,13165,7249,03/18/2021
Capital Region,Greene,10940,4975,03/18/2021
North Country,Hamilton,2306,1587,03/18/2021
Mohawk Valley,Herkimer,15758,9592,03/18/2021
North Country,Jefferson,27452,15100,03/18/2021
New York City,Kings,452361,207896,03/18/2021
North Country,Lewis,6320,3537,03/18/2021
Finger Lakes,Livingston,15067,8350,03/18/2021
Central New York,Madison,21390,11376,03/18/2021
Finger Lakes,Monroe,202077,104032,03/18/2021
Mohawk Valley,Montgomery,13087,6436,03/18/2021
Long Island,Nassau,398110,228126,03/18/2021
New York City,New York,457687,246455,03/18/2021
Western New York,Niagara,48589,25791,03/18/2021
Mohawk Valley,Oneida,63974,38865,03/18/2021
Central New York,Onondaga,140486,86184,03/18/2021
Finger Lakes,Ontario,33518,16913,03/18/2021
Mid-Hudson,Orange,72610,35216,03/18/2021
Finger Lakes,Orleans,7551,3695,03/18/2021
Central New York,Oswego,28250,16476,03/18/2021
Mohawk Valley,Otsego,15232,8790,03/18/2021
Mid-Hudson,Putnam,26686,13199,03/18/2021
New York City,Queens,507746,236106,03/18/2021
Capital Region,Rensselaer,42253,22086,03/18/2021
New York City,Richmond,113539,61805,03/18/2021
Mid-Hudson,Rockland,77487,42111,03/18/2021
Capital Region,Saratoga,68560,36025,03/18/2021
Capital Region,Schenectady,47420,22439,03/18/2021
Mohawk Valley,Schoharie,6851,3225,03/18/2021
Southern Tier,Schuyler,4700,2351,03/18/2021
Finger Lakes,Seneca,8234,3945,03/18/2021
North Country,St. Lawrence,33664,21867,03/18/2021
Southern Tier,Steuben,18749,9495,03/18/2021
Long Island,Suffolk,343931,187114,03/18/2021
Mid-Hudson,Sullivan,15002,7555,03/18/2021
Southern Tier,Tioga,9456,5113,03/18/2021
Southern Tier,Tompkins,29190,13888,03/18/2021
Mid-Hudson,Ulster,47251,20538,03/18/2021
Capital Region,Warren,21178,10953,03/18/2021
Capital Region,Washington,14011,6702,03/18/2021
Finger Lakes,Wayne,23138,10887,03/18/2021
Mid-Hudson,Westchester,264542,140305,03/18/2021
Finger Lakes,Wyoming,8432,4400,03/18/2021
Finger Lakes,Yates,6853,3402,03/18/2021
Capital Region,Albany,93462,47861,03/19/2021
Western New York,Allegany,9188,4947,03/19/2021
New York City,Bronx,205607,110931,03/19/2021
Southern Tier,Broome,54674,32848,03/19/2021
Western New York,Cattaraugus,17226,9576,03/19/2021
Central New York,Cayuga,20560,11186,03/19/2021
Western New York,Chautauqua,31629,15255,03/19/2021
Southern Tier,Chemung,20210,11737,03/19/2021
Southern Tier,Chenango,10885,5698,03/19/2021
North Country,Clinton,29053,17093,03/19/2021
Capital Region,Columbia,16946,7936,03/19/2021
Central New York,Cortland,11306,5948,03/19/2021
Southern Tier,Delaware,8768,4348,03/19/2021
Mid-Hudson,Dutchess,73230,32939,03/19/2021
Western New York,Erie,242054,127784,03/19/2021
North Country,Essex,13442,7394,03/19/2021
North Country,Franklin,16153,9557,03/19/2021
Mohawk Valley,Fulton,11076,5793,03/19/2021
Finger Lakes,Genesee,13686,7540,03/19/2021
Capital Region,Greene,11642,5063,03/19/2021
North Country,Hamilton,2377,1588,03/19/2021
Mohawk Valley,Herkimer,16052,9724,03/19/2021
North Country,Jefferson,27837,15197,03/19/2021
New York City,Kings,464835,216055,03/19/2021
North Country,Lewis,6608,3573,03/19/2021
Finger Lakes,Livingston,15443,8432,03/19/2021
Central New York,Madison,22077,11559,03/19/2021
Finger Lakes,Monroe,208282,105602,03/19/2021
Mohawk Valley,Montgomery,13381,6535,03/19/2021
Long Island,Nassau,408575,233057,03/19/2021
New York City,New York,468351,252688,03/19/2021
Western New York,Niagara,49926,26056,03/19/2021
Mohawk Valley,Oneida,65245,39418,03/19/2021
Central New York,Onondaga,143643,87620,03/19/2021
Finger Lakes,Ontario,34489,17134,03/19/2021
Mid-Hudson,Orange,74439,36814,03/19/2021
Finger Lakes,Orleans,7643,3728,03/19/2021
Central New York,Oswego,28777,16692,03/19/2021
Mohawk Valley,Otsego,15844,8871,03/19/2021
Mid-Hudson,Putnam,27320,13427,03/19/2021
New York City,Queens,519960,244683,03/19/2021
Capital Region,Rensselaer,43745,22367,03/19/2021
New York City,Richmond,116865,62727,03/19/2021
Mid-Hudson,Rockland,79050,42671,03/19/2021
Capital Region,Saratoga,70341,36662,03/19/2021
Capital Region,Schenectady,48479,22855,03/19/2021
Mohawk Valley,Schoharie,6988,3302,03/19/2021
Southern Tier,Schuyler,4827,2380,03/19/2021
Finger Lakes,Seneca,8570,3980,03/19/2021
North Country,St. Lawrence,34386,22145,03/19/2021
Southern Tier,Steuben,19736,9636,03/19/2021
Long Island,Suffolk,353390,191254,03/19/2021
Mid-Hudson,Sullivan,15693,7691,03/19/2021
Southern Tier,Tioga,9664,5184,03/19/2021
Southern Tier,Tompkins,31020,14112,03/19/2021
Mid-Hudson,Ulster,50440,21007,03/19/2021
Capital Region,Warren,21560,11145,03/19/2021
Capital Region,Washington,14282,6795,03/19/2021
Finger Lakes,Wayne,23532,10997,03/19/2021
Mid-Hudson,Westchester,271009,143147,03/19/2021
Finger Lakes,Wyoming,8700,4503,03/19/2021
Finger Lakes,Yates,6914,3456,03/19/2021
